Title,Body
Selling 32in LG TV-$150,"Title says it all, 32 in LG TV for 150$​. Model number 32LD350UB. Any other questions email me. Thanks."
Girl Scout cookies 4$,​I am selling Girl Scout cookies for 4$ a box. If interested email johnsotb@rose-hulman.edu. Cookies will arrive in about 2 weeks.
Girl Scout Cookies,"My granddaughter, Peyton, is taking orders for girl scout cookies if anyone would like  to order.  $4.00 a box and will be in the 1st week of February.  Email me at diane.haughee@rose-hulman.edu or call my breakroom 8266 and leave a message.  Thanks, ​"
Nissan Maxima -For Sale!,"​2006 Nissan Maxima SL, beige leather interiors, Majestic Blue for sale. Brand new tyres, sky view glass panel roof and much more. Willing to give it for $7800. If interested please contact askarir@rose-hulman.edu for pictures and test drive. Price is negotiable."
Selling Nexus 7,I have a 16gb 2012 Nexus  7 i am looking to sell.  looking for about 70 dollars. theres a little nick on one of the corners and a pretty small scratch near the bottem right corner. But other then that it works good as new. you can reach me at ​klined@rose-hulman.edu
"Roommates wanted, spring quater, very cheap rent!!",I'​m looking for 1 or 2 roommates to live 5 miles from campus near 10th and Maple. Preferably over 21.  The rent should be about $150/month including utilities. Must help take care of the cats and yard.Text 469-269-2690  or email weldonda@rose-hulman.edu for more inform.​Cheers!
Lost ID card,"58D0AC5132C141379C7EF2C70BAB3466 p.MsoNormal, 58D0AC5132C141379C7EF2C70BAB3466 li.MsoNormal, 58D0AC5132C141379C7EF2C70BAB3466 div.MsoNormal {
margin:0in;
margin-bottom:.0001pt;
font-size:11.0pt;
font-family:""Calibri"",sans-serif;
}

58D0AC5132C141379C7EF2C70BAB3466 a:link, 58D0AC5132C141379C7EF2C70BAB3466 span.MsoHyperlink {
color:#0563C1;
text-decoration:underline;
}

58D0AC5132C141379C7EF2C70BAB3466 span.MsoHyperlinkFollowed {
color:#954F72;
text-decoration:underline;
}

58D0AC5132C141379C7EF2C70BAB3466 span.EmailStyle17 {
font-family:""Calibri"",sans-serif;
color:windowtext;
}

58D0AC5132C141379C7EF2C70BAB3466 .MsoChpDefault {
font-family:""Calibri"",sans-serif;
}

58D0AC5132C141379C7EF2C70BAB3466 div.WordSection1 {
}


Hey if anyone sees my id card [Justin Klock] some where can you please return it to room apartment east 201 It probably fell out of my pocket around Olin first floor and towards the business office as that’s the only place I’ve been besides
 apartments east today"
Used Beginner Guitar $80,"For sale: Ibanez performance acoustic Guitar.  No electronics, acoustic only.  Paid $200 for it in 2002.  Needs strings.  Has served me well, but I've ​upgraded to a guitar with built-in pick-up.  First $80 takes it.Dr. Burchett"
Barbershop Quartet Competition,See attached flyer for information. ​
Men's Watch Found Today,"​A watch was found in the men's restroom in A223 (by the HSS Department) today.  If you lost your men's watch, please contact me to describe and claim. ​Merry Miller Moonx8276miller2@rose-hulman.eduA208Thank you!"
LOST PHONE- LG G3,"B38D2CFBBB064D3F94055F65FE6F0235 p.MsoNormal, B38D2CFBBB064D3F94055F65FE6F0235 li.MsoNormal, B38D2CFBBB064D3F94055F65FE6F0235 div.MsoNormal {
margin:0in;
margin-bottom:.0001pt;
font-size:11.0pt;
font-family:""Calibri"",sans-serif;
}

B38D2CFBBB064D3F94055F65FE6F0235 a:link, B38D2CFBBB064D3F94055F65FE6F0235 span.MsoHyperlink {
color:#0563C1;
text-decoration:underline;
}

B38D2CFBBB064D3F94055F65FE6F0235 span.MsoHyperlinkFollowed {
color:#954F72;
text-decoration:underline;
}

B38D2CFBBB064D3F94055F65FE6F0235 span.EmailStyle17 {
font-family:""Calibri"",sans-serif;
color:windowtext;
}

B38D2CFBBB064D3F94055F65FE6F0235 .MsoChpDefault {
font-family:""Calibri"",sans-serif;
}

B38D2CFBBB064D3F94055F65FE6F0235 div.WordSection1 {
}


 
I have lost my LG G3 phone, it has a pretty bulky black phone case on it, on top of the fact that it is a big phone. Last seen in work area overlooking the second floor of the high bay lab.

 
If found please email me at       leesk@rose-hulman.edu"
Found - Watch,"​A watch was found in Olin 101 during 6th hour, most likely left in the classrom from 5th hour.If you think it's yours, please come by the CHE Offices in Olin 207 to describe and claim.Thanks,Lisa HarwoodO207G"
Calculator Found,​A calculator was found in F225. Email guilfoej@ to describe/claim.
LOST GLASSES,"​​​Lost glasses. Black frame. Near Moench, or Noble Romans.zhangw@rose-hulman.edu"
Looking for a ride to Indy on sunday,"​Hey guys, I'm looking for a ride to Indy on sunday. If you will go there after 12p.m. please help me out. I will pay for gas expense. You
can contact me at my cell: 8122366633 and my email is wangb@rose-hulman.edu​."
Lost Wallet,"​Wallet was lost on 1-16-2015 around 5:30 in the SRC multipurpose room. Eagle creek wallet containing driver's license, empty debit card, DC metro card, and items of personal value. If found or you know anything that'd aid in finding it, please email fremlic@rose-hulman.edu"
Lost Wallet,​I lost my wallet yesterday and was hoping someone found it.  If you found it  shoot me an email at wadecs@rose-hulman.edu.  It is black and has a legend of zelda theme to it.  Thank you!
Ukulele for sale,Selling a Mitchell MU70 Concert Ukulele. Very lightly used. The back has a few scuffs but other than that it's like new. Original price was $100. I'm selling it for $70 obo. Contact me a mihalcm@rose-hulman.eduHere is a link for a new ukulele: http://www.guitarcenter.com/Mitchell-MU70-12-Fret-Concert-Ukulele-103815981-i1171408.gc​​
Lost Rose beanie hat,"Hello, I've lost my black beanie hat with a Rose Hulman 'R' logo​. If you've found it, my email is mccormjf@rose-hulman.edu."
Lost IPod,"E938A76A8D204ED590F4F8D4A6A1A38A p.MsoNormal, E938A76A8D204ED590F4F8D4A6A1A38A li.MsoNormal, E938A76A8D204ED590F4F8D4A6A1A38A div.MsoNormal {
margin:0in;
margin-bottom:.0001pt;
font-size:11.0pt;
font-family:""Calibri"",sans-serif;
}

E938A76A8D204ED590F4F8D4A6A1A38A a:link, E938A76A8D204ED590F4F8D4A6A1A38A span.MsoHyperlink {
color:#0563C1;
text-decoration:underline;
}

E938A76A8D204ED590F4F8D4A6A1A38A span.MsoHyperlinkFollowed {
color:#954F72;
text-decoration:underline;
}

E938A76A8D204ED590F4F8D4A6A1A38A span.EmailStyle17 {
font-family:""Calibri"",sans-serif;
color:windowtext;
}

E938A76A8D204ED590F4F8D4A6A1A38A .MsoChpDefault {
font-family:""Calibri"",sans-serif;
}

E938A76A8D204ED590F4F8D4A6A1A38A div.WordSection1 {
}


Hi, I lost my IPod yesterday (1/16/2015) in the gym.  It is a fourth generation model in a purple case.  Please email me at 
harveysc@rose-hulman.edu if found.
 
Thanks."
Lost Car Key,"Hey guys,  I lost my car key this friday. It should be left at the CS lab. If you saw it, please give me a message: songd@rose-hulman.edu"
found sim card?,"​i found a 64k cingular smartchip outside of the main entrance to moench commons, message me if its yours and need it back! hillecn@rose-hulman.edu    (812) 893-1164"
found sim card?,"​i found a 64k cingular smartchip outside of the main entrance to moench commons, message me if its yours and need it back! hillecn@rose-hulman.edu    (812) 893-1164"
Lost DE textbook,"Hey guys, I left my DE textbook - Advanced Engineering Mathematics in the  small study area of Crapo Hall, the one that holds Math department, but it was gone today. If any of you mistakenly took it, please contact zhangt1@rose-hulman.edu. Thanks a lot."
Need a ride to Indy,"I need a ride to indy on Saturday, January 24th​ at 6am. I'll pay for gas.contact me at mohdads@rose-hulman.edu or 812-239-7395"
Valeo Innovation Challenge - Form a Team - Info Session Tues 9th,"Please see the information below
about the upcoming Valeo Innovation Challenge.Contact Scott Johnston at johnstds@rose-hulman.edu with any
questions.  --------------------------------------------------------------------------------------------------------Hi all,Do you love automotive
technology ? Do you want to compete
against top schools from around the world in an innovation competition? Do you want to possibly
win 100,000 Euros?Come to a Valeo Innovation Challenge information meeting 9th
period on Tuesday the 20th in A220. The Valeo innovation Challenge invites student teams from
around the world to come up with a system to improve the car of 2030. Last year 1000 teams signed up including two from
Rose-Hulman. One of those teams finished within the top 20. This year, teams from the top schools in the world have
joined, including teams from MIT and Carnegie Mellon. Head to https://valeoinnovationchallenge.valeo.com/
for more information."
"CHE Candidate Presentation January 19, 2015 - CANCELLED","​Please note that the presentation scheduled for today has unfortunately been cancelled due to weather. When a new date has been set, a new announcement will be sent.Thank you for your understanding."
​Institute Meeting Minutes – January 2015,"The minutes for the January 2015 Institute Meeting are posted at https://www.rose-hulman.edu/Users/groups/AcademicAffairs/minutes/index.html.  The next Institute Meeting is scheduled for February 10, 2015.Respectfully submitted,Bernadette EwenInstitute Secretary"
looking for a ride,​Looking for someone that could take me to union hosptial on wabash and blakely asapplease contact guor@rose-hulman.edu or 404-354-5171
Looking for somewhere to temporarily live?,"​I am looking for someone to sublease my apartment from the spring quarter through the summer, or either quarter. I live at Heritage Trail Apartments and I am hoping for someone to move in while I won't be at school. I am willing to talk and negotiate on pricing and the place is completely furnished including a comfortable living room with a TV, all kitchen utensils, bed, dresser, etc. The apartment is a 2 bedroom 2 bath, you would have your own bath and room. If interested please contact me at chloe.lavelle@rose-hulman.edu,  or my phone number is (631) 645-6548"
Need a place to live,"Hello, I am looking for a temporary place to live over the summer quarter. If anyone has a place they know, or is willing to sublease, I am willing to pay approximately $8-$10 per day. Please contact me with information:Email: SnyderAB@Rose-Hulman.eduPhone: (574)-387-9051Thanks!!"
looking for ski/snowboarders,​I was wondering if anyone would be down to start an informal ski/snowboard club that went out on weekends or free wednesdays. If it gets enough people we could try to get the campus to sponsor it as a recognized organization. Email me at balistmw@rose-hulman.edu if you're interested.-Michael BalistreriY1 Mechanical Engineer
Survey For Human Computer Interaction Project (Students & Faculty/Staff),"​Hi,Our group is collecting user data for a proposed application to keep track of club activity and events on Rose-Hulman's campus and would appriciate your input on this proposed application. This application isn't to be actually created but we will be making a prototype of the application for our Human Computer Interaction Class and we need data from possible users in order to create the best design possible. Please take a few short minutes to complete the following survey which is for any Student, member for the Faculty, or Staff.https://www.surveymonkey.com/s/GZXXXHXThanks"
12:15 EXERCISE CLASS LOCATION CHANGE,The 12:15 HIIT exercise class will meet on the balcony of Hulbert Arena today.
Found TI-84 Plus Calculator in Hatfield Hall Auditorium,"Found a calculator in the auditorium in Hatfield Hall on Tuesday, January 20 at approximately 9:00 pm.Calcuator was found in row G, seats 101-104.​Come to the Alumni Affairs/Communicatons and Marketing office to claim."
Cowl found in A219,"​A cowl was found in A219 yesterday, January 20, 2015. If you are missing a cowl, please contact me to describe and claim.  A cowl is kind of like  a scarf (for those who don't know what one is).​Thank you,Merry Miller Moonx8276miller2@rose-hulman.edu"
Lost TI Nspire CAS in 0167,"​Lost my TI Nspire, last known place was 0167. Email if found"
Detroit Autoshow Tickets for sale,"I have 4 ""North American International Auto Show"" tickets for sale. They are good from now through this Sunday. I'm asking $40 for all or $12 for individual tickets. ​​Email me at abelas@rose-hulman.edu if you want pictures or are interested.Thanks!"
Cowl has been claimed,"​The cowl has been claimed. I don't have any other cowls.A cowl was found in A219 yesterday, January 20, 2015. If you are missing a cowl, please contact me to describe and claim.  A cowl is kind of like  a scarf (for those who don't know what one is).​Thank you,Merry Miller Moonx8276miller2@rose-hulman.edu​"
